player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,safety_md,awards
MariDa00,Dan Marino,QB,1983,22,MIA,NFL,QB,11,9,0,0,0,0,,0,5,2,0,0,0.0,0,0,0,0,"PB,AP-2,AP MVP-3,AP OPoY-3,AP ORoY-2"
MariDa00,Dan Marino,QB,1984,23,MIA,NFL,QB,16,16,0,0,0,0,,0,6,2,-3,0,0.0,0,0,0,0,"PB,AP-1,AP MVP-1,AP OPoY-1"
MariDa00,Dan Marino,QB,1985,24,MIA,NFL,QB,16,16,0,0,0,0,,0,9,2,-4,0,0.0,0,0,0,0,"PB,AP-1"
MariDa00,Dan Marino,QB,1986,25,MIA,NFL,QB,16,16,0,0,0,0,,0,8,4,-12,0,0.0,0,0,0,0,"PB,AP-1,AP MVP-3,AP OPoY-2"
MariDa00,Dan Marino,QB,1987,26,MIA,NFL,QB,12,12,0,0,0,0,,0,5,4,-25,0,0.0,0,0,0,0,PB
MariDa00,Dan Marino,QB,1988,27,MIA,NFL,QB,16,16,0,0,0,0,,0,10,8,-31,0,0.0,0,0,0,0,AP OPoY-4
MariDa00,Dan Marino,QB,1989,28,MIA,NFL,QB,16,16,0,0,0,0,,0,7,0,-4,0,0.0,0,0,0,0,
MariDa00,Dan Marino,QB,1990,29,MIA,NFL,QB,16,16,0,0,0,0,,0,3,2,0,0,0.0,0,0,0,0,
MariDa00,Dan Marino,QB,1991,30,MIA,NFL,QB,16,16,0,0,0,0,,0,6,3,-8,0,0.0,0,0,0,0,PB
MariDa00,Dan Marino,QB,1992,31,MIA,NFL,QB,16,16,0,0,0,0,,0,5,2,-12,0,0.0,0,0,0,0,PB
MariDa00,Dan Marino,QB,1993,32,MIA,NFL,QB,5,5,0,0,0,0,,0,4,2,-13,0,0.0,0,0,0,0,
MariDa00,Dan Marino,QB,1994,33,MIA,NFL,QB,16,16,0,0,0,0,,0,9,3,-4,0,0.0,0,0,0,0,"PB,AP-2"
MariDa00,Dan Marino,QB,1995,34,MIA,NFL,QB,14,14,0,0,0,0,,0,7,3,-14,0,0.0,0,0,0,0,"PB,AP-2"
MariDa00,Dan Marino,QB,1996,35,MIA,NFL,QB,13,13,0,0,0,0,,0,4,1,-3,0,0.0,0,0,0,0,
MariDa00,Dan Marino,QB,1997,36,MIA,NFL,QB,16,16,0,0,0,0,,0,8,3,-17,0,0.0,0,0,0,0,
MariDa00,Dan Marino,QB,1998,37,MIA,NFL,QB,16,16,0,0,0,0,,0,9,2,-9,0,0.0,0,0,0,0,
MariDa00,Dan Marino,QB,1999,38,MIA,NFL,QB,11,11,0,0,0,0,0,0,5,0,0,0,0.0,,,,0,
